"config_id","strategy","seed","day","raid","raid_size","survived","wood_dusk","food_dusk","stone_dusk","wood_dawn","food_dawn","stone_dawn","workers_dusk","warriors_dusk","huts_dusk","walls_dusk","towers_dusk","workers_dawn","warriors_dawn","huts_dawn","walls_dawn","towers_dawn","enemies_spawned","enemies_killed_total","campfire_hp_dusk","campfire_hp_min","campfire_hp_dawn","hunger_dawn","left_total","archers_dawn"
"base_turtle_s3","Turtle","3","3","0","0","1","20","375","189","20","384","189","1","2","0","6","0","1","2","0","6","0","0","0","200","200","200","0","0","0"
"base_turtle_s3","Turtle","3","4","0","0","1","15","412","189","15","421","189","1","2","0","6","0","1","2","0","6","0","0","0","200","200","200","0","0","0"
"base_turtle_s3","Turtle","3","5","1","6","0","10","439","189","5","443","189","1","2","0","6","0","1","0","0","0","0","6","3","200","5","0","0","0","0"
"base_turtle_s4","Turtle","4","1","0","0","1","148","305","264","143","299","264","1","1","0","2","0","1","2","1","5","0","0","0","200","200","200","0","0","0"
"base_turtle_s4","Turtle","4","2","0","0","1","189","326","279","12","339","172","4","2","1","5","0","4","2","1","10","0","0","0","200","200","200","0","0","0"
"base_turtle_s4","Turtle","4","3","0","0","1","17","359","172","2","352","162","4","2","1","17","0","4","3","3","17","0","0","0","200","200","200","0","0","0"
"base_turtle_s4","Turtle","4","4","0","0","1","15","381","173","20","402","193","7","3","3","17","0","7","3","3","18","0","0","0","200","200","200","0","0","0"
"base_turtle_s4","Turtle","4","5","1","8","0","5","424","233","10","420","243","8","4","3","18","0","8","0","3","19","0","8","5","200","5","0","0","0","0"
"base_turtle_s5","Turtle","5","1","0","0","1","148","305","264","143","309","264","1","1","0","2","0","1","2","1","5","0","0","0","200","200","200","0","0","0"
"base_turtle_s5","Turtle","5","2","0","0","1","179","336","279","14","349","187","4","2","1","5","0","4","2","1","10","0","0","0","200","200","200","0","0","0"
"base_turtle_s5","Turtle","5","3","0","0","1","9","369","172","24","367","182","4","2","1","17","0","4","3","1","17","0","0","0","200","200","200","0","0","0"
"base_turtle_s5","Turtle","5","4","1","6","0","14","392","172","4","398","172","4","3","1","17","0","4","0","0","0","0","6","3","200","5","0","0","0","0"
"base_turtle_s6","Turtle","6","1","0","0","1","155","305","269","150","304","269","1","1","0","1","0","1","2","0","5","0","0","0","200","200","200","0","0","0"
"base_turtle_s6","Turtle","6","2","0","0","1","150","332","269","0","346","179","1","2","0","5","0","1","2","0","5","0","0","0","200","200","200","0","0","0"
"base_turtle_s6","Turtle","6","3","1","5","0","0","369","179","0","379","179","1","2","0","5","0","1","0","0","0","0","5","1","200","5","0","0","0","0"
"base_rush_s1","Rush","1","1","0","0","1","330","316","303","335","335","303","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s1","Rush","1","2","0","0","1","415","363","303","455","377","303","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s1","Rush","1","3","0","0","1","525","400","303","555","414","303","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s1","Rush","1","4","1","6","0","615","437","303","620","442","303","3","0","0","0","0","3","0","0","0","0","6","0","200","5","0","0","0","0"
"base_rush_s2","Rush","2","1","0","0","1","245","291","303","245","310","303","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s2","Rush","2","2","0","0","1","245","338","303","245","352","303","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s2","Rush","2","3","1","5","0","240","375","303","240","380","303","1","2","0","0","0","1","0","0","0","0","5","2","200","5","0","0","0","0"
"base_rush_s3","Rush","3","1","0","0","1","255","291","300","255","305","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s3","Rush","3","2","0","0","1","255","333","300","255","352","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s3","Rush","3","3","0","0","1","255","375","300","255","384","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s3","Rush","3","4","0","0","1","255","412","300","255","426","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s3","Rush","3","5","0","0","1","255","449","300","255","458","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s3","Rush","3","6","1","6","0","250","486","300","250","486","300","1","2","0","0","0","1","0","0","0","0","6","1","200","5","0","0","0","0"
"base_rush_s4","Rush","4","1","0","0","1","248","290","300","248","304","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s4","Rush","4","2","0","0","1","248","327","300","248","341","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s4","Rush","4","3","0","0","1","248","364","300","248","378","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s4","Rush","4","4","0","0","1","248","406","300","248","420","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s4","Rush","4","5","0","0","1","248","448","300","248","462","300","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s4","Rush","4","6","1","6","0","243","485","300","243","490","300","1","2","0","0","0","1","0","0","0","0","6","0","200","5","0","0","0","0"
"base_rush_s5","Rush","5","1","0","0","1","250","291","305","250","310","305","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s5","Rush","5","2","0","0","1","250","338","305","250","352","305","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s5","Rush","5","3","0","0","1","250","380","305","250","394","305","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s5","Rush","5","4","0","0","1","250","417","305","250","431","305","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s5","Rush","5","5","1","6","0","245","459","305","245","459","305","1","2","0","0","0","1","0","0","0","0","6","1","200","5","0","0","0","0"
"base_rush_s6","Rush","6","1","0","0","1","250","266","305","250","265","305","0","3","0","0","0","0","3","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s6","Rush","6","2","0","0","1","250","263","305","250","262","305","0","3","0","0","0","0","3","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s6","Rush","6","3","1","5","1","245","260","305","245","260","305","0","3","0","0","0","0","1","0","0","0","5","5","200","200","200","0","0","0"
"base_rush_s6","Rush","6","4","0","0","1","240","228","305","240","227","305","0","3","0","0","0","0","3","0","0","0","0","5","200","200","200","0","0","0"
"base_rush_s6","Rush","6","5","0","0","1","240","225","305","240","224","305","0","3","0","0","0","0","3","0","0","0","0","5","200","200","200","0","0","0"
"base_rush_s6","Rush","6","6","1","6","0","235","222","305","235","222","305","0","3","0","0","0","0","0","0","0","0","6","8","200","5","0","0","0","0"
"base_eco_s1","Eco","1","1","0","0","1","215","316","303","260","335","303","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","2","0","0","1","305","363","278","75","377","98","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","3","0","0","1","140","400","98","180","414","98","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","4","0","0","1","250","437","98","290","451","98","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","5","0","0","1","345","474","98","380","483","98","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","6","1","6","0","435","506","98","450","511","98","3","0","0","0","0","3","0","0","0","0","6","0","200","5","0","0","0","0"
"base_eco_s2","Eco","2","1","0","0","1","140","291","283","135","310","283","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","2","0","0","1","135","333","283","5","347","208","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","3","0","0","1","5","370","208","5","384","208","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","4","0","0","1","5","412","208","5","426","208","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","5","1","5","0","5","449","208","5","454","208","1","2","0","0","0","1","0","0","0","0","5","1","200","5","0","0","0","0"
"base_eco_s3","Eco","3","1","0","0","1","145","291","280","140","305","280","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s3","Eco","3","2","0","0","1","140","333","280","15","347","205","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s3","Eco","3","3","0","0","1","10","370","205","10","384","205","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s3","Eco","3","4","1","5","0","10","407","205","10","412","205","1","2","0","0","0","1","0","0","0","0","5","1","200","5","0","0","0","0"
"base_eco_s4","Eco","4","1","0","0","1","143","290","280","138","304","280","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s4","Eco","4","2","0","0","1","138","327","280","8","341","205","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s4","Eco","4","3","0","0","1","8","364","205","8","378","205","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s4","Eco","4","4","0","0","1","8","401","205","8","415","205","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s4","Eco","4","5","1","5","0","8","438","205","8","443","205","1","2","0","0","0","1","0","0","0","0","5","1","200","5","0","0","0","0"
"base_eco_s5","Eco","5","1","0","0","1","145","291","285","140","305","285","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","2","0","0","1","140","338","285","15","352","210","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","3","0","0","1","15","375","210","15","394","210","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","4","0","0","1","15","417","210","15","426","210","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","5","0","0","1","15","449","210","15","458","210","1","2","0","0","0","1","2","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","6","1","6","0","15","481","210","15","491","210","1","2","0","0","0","1","0","0","0","0","6","1","200","5","0","0","0","0"
"base_eco_s6","Eco","6","1","0","0","1","145","281","285","140","265","285","0","2","1","0","0","0","3","3","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","2","0","0","1","159","272","285","19","284","180","4","3","3","0","0","4","3","6","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","3","0","0","1","23","327","128","18","353","118","9","3","6","0","0","9","3","6","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","4","0","0","1","98","394","136","197","403","187","10","5","6","0","0","10","6","6","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","5","0","0","1","225","449","187","207","446","161","10","6","6","12","0","10","7","6","16","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","6","1","12","1","213","490","177","200","472","171","10","7","6","45","0","10","2","6","54","0","12","12","200","200","200","0","0","0"
"base_eco_s6","Eco","6","7","0","0","1","349","422","239","415","429","253","10","8","6","60","0","10","9","6","60","0","0","12","200","200","200","0","0","0"
"base_eco_s6","Eco","6","8","1","14","1","655","472","324","728","453","337","10","9","6","60","0","10","10","6","60","0","14","26","200","200","200","0","0","0"
"base_eco_s6","Eco","6","9","0","0","1","930","490","388","1034","491","416","10","10","6","60","0","10","11","6","60","0","0","26","200","200","200","0","0","0"
"base_eco_s6","Eco","6","10","0","0","1","1174","528","448","1255","529","466","10","11","6","60","0","10","12","6","60","0","0","26","200","200","200","0","0","0"
"base_eco_s6","Eco","6","11","0","0","1","1424","565","528","1503","566","553","10","12","6","60","0","10","13","6","60","0","0","26","200","200","200","0","0","0"
"base_eco_s6","Eco","6","12","0","0","1","1672","603","600","1751","609","625","10","13","6","60","0","10","14","6","60","0","0","26","200","200","200","0","0","0"
"base_eco_s6","Eco","6","13","1","20","1","1924","641","660","2473","785","798","10","14","6","60","0","10","10","6","60","0","20","44","200","200","200","0","0","0"
"base_eco_s6","Eco","6","14","0","0","1","2573","764","818","2628","786","828","10","14","6","60","0","10","14","6","60","0","0","44","200","200","200","0","0","0"
"base_eco_s6","Eco","6","15","0","0","1","2743","794","853","2808","795","863","10","16","6","60","0","10","17","6","60","0","0","44","200","200","200","0","0","0"
"base_eco_s6","Eco","6","16","1","23","1","2928","832","878","2973","859","893","10","17","6","60","0","10","8","6","60","0","23","67","200","200","200","0","0","0"
"base_eco_s6","Eco","6","17","0","0","1","3053","836","913","3113","858","928","10","12","6","60","0","10","12","6","60","0","0","67","200","200","200","0","0","0"
"base_eco_s6","Eco","6","18","0","0","1","3213","821","948","3268","837","958","10","17","6","60","0","10","17","6","60","0","0","67","200","200","200","0","0","0"
"base_eco_s6","Eco","6","19","1","25","1","3363","884","983","3413","890","993","10","17","6","60","0","10","13","6","60","0","25","92","200","200","200","0","0","0"
"base_eco_s6","Eco","6","20","0","0","1","3493","868","1013","3543","889","1028","10","17","6","60","0","10","17","6","60","0","0","92","200","200","200","0","0","0"
"base_eco_s6","Eco","6","21","0","0","1","3643","926","1048","3698","952","1058","10","17","6","60","0","10","17","6","60","0","0","92","200","200","200","0","0","0"
"base_eco_s6","Eco","6","22","1","27","1","3806","989","1078","3839","1007","1088","10","17","6","60","0","10","4","6","60","0","26","119","200","200","200","0","0","0"
"base_eco_s6","Eco","6","23","0","0","1","3919","996","1118","3979","1015","1138","10","8","6","60","0","10","8","6","60","0","0","119","200","200","200","0","0","0"
"base_eco_s6","Eco","6","24","0","0","1","4059","976","1158","4119","1003","1173","10","13","6","60","0","10","13","6","60","0","0","119","200","200","200","0","0","0"
"base_eco_s6","Eco","6","25","0","0","1","4199","986","1193","4260","997","1203","10","17","6","60","0","10","17","6","60","0","0","119","200","200","200","0","0","0"
"base_eco_s6","Eco","6","26","1","30","1","4350","1029","1223","4424","1184","1236","10","17","6","60","0","10","0","5","42","0","30","139","200","200","200","0","0","0"
"base_eco_s6","Eco","6","27","0","0","1","4467","1161","1236","4507","1177","1236","10","4","5","42","0","10","4","5","42","0","0","139","200","200","200","0","0","0"
"base_eco_s6","Eco","6","28","0","0","1","4577","1170","1236","4612","1184","1236","10","6","6","42","0","10","6","6","45","0","0","139","200","200","200","0","0","0"
"base_eco_s6","Eco","6","29","1","29","1","4682","1204","1236","4591","1170","1198","10","6","6","52","0","10","0","5","37","0","29","146","200","200","200","0","0","0"
