"config_id","strategy","seed","day","raid","raid_size","survived","wood_dusk","food_dusk","stone_dusk","wood_dawn","food_dawn","stone_dawn","workers_dusk","warriors_dusk","huts_dusk","walls_dusk","towers_dusk","workers_dawn","warriors_dawn","huts_dawn","walls_dawn","towers_dawn","enemies_spawned","enemies_killed_total","campfire_hp_dusk","campfire_hp_min","campfire_hp_dawn","hunger_dawn","left_total","archers_dawn"
"base_rush_s6","Rush","6","5","0","0","1","955","299","300","1020","298","300","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_rush_s6","Rush","6","6","1","7","0","1110","296","300","1130","296","300","3","0","0","0","0","0","0","0","0","0","7","0","200","5","0","0","0","0"
"base_eco_s1","Eco","1","1","0","0","1","220","305","305","245","304","280","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","2","0","0","1","340","302","265","125","301","100","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","3","0","0","1","215","299","100","280","298","100","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s1","Eco","1","4","1","5","0","345","296","85","375","296","85","3","0","0","0","0","0","0","0","0","0","5","0","200","5","0","0","0","0"
"base_eco_s2","Eco","2","1","0","0","1","215","310","305","230","329","280","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","2","0","0","1","305","352","265","50","366","85","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","3","0","0","1","140","384","85","175","398","85","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","4","0","0","1","250","421","85","300","430","85","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","5","0","0","1","365","448","85","405","462","85","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s2","Eco","2","6","1","6","0","470","480","85","485","480","85","3","0","0","0","0","0","0","0","0","0","6","0","200","5","0","0","0","0"
"base_eco_s3","Eco","3","1","0","0","1","338","311","300","278","310","300","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s3","Eco","3","2","0","0","1","318","308","275","83","307","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s3","Eco","3","3","1","4","0","173","305","80","188","305","80","3","0","0","0","0","0","0","0","0","0","4","0","200","5","0","0","0","0"
"base_eco_s4","Eco","4","1","0","0","1","263","310","300","268","324","300","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s4","Eco","4","2","0","0","1","303","352","260","78","366","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s4","Eco","4","3","1","4","0","148","389","95","163","394","95","3","0","0","0","0","0","0","0","0","0","4","0","200","5","0","0","0","0"
"base_eco_s5","Eco","5","1","0","0","1","230","305","300","290","304","300","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","2","0","0","1","359","302","260","134","301","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","3","0","0","1","214","299","95","264","298","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","4","0","0","1","339","296","95","384","295","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","5","0","0","1","449","293","95","494","292","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s5","Eco","5","6","1","6","0","564","290","95","584","290","95","3","0","0","0","0","0","0","0","0","0","6","0","200","5","0","0","0","0"
"base_eco_s6","Eco","6","1","0","0","1","350","305","300","310","304","300","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","2","0","0","1","375","302","275","180","301","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","3","0","0","1","280","299","95","340","298","95","3","0","0","0","0","3","0","0","0","0","0","0","200","200","200","0","0","0"
"base_eco_s6","Eco","6","4","1","5","0","440","296","95","475","296","95","3","0","0","0","0","0","0","0","0","0","5","0","200","5","0","0","0","0"
